Date,Open,High,Low,Close,Adj Close,RSI_14,SMA_14,EMA_14,RSI_30,SMA_30,EMA_30,RSI_60,SMA_60,EMA_60
2018-01-01,0.4138203057310947,0.4580638934465786,0.4335159830747832,0.49235229784645096,0.49235229784645096,71.04595884145904,0.3769575600647033,0.3701540980371623,67.04327378662357,0.27810686502938586,0.30252004126770915,60.85628237972124,0.19058498469646734,0.2370117769147441
2018-01-02,0.4874962889358789,0.6090922302578081,0.5437859304135156,0.5992811342862124,0.5992811342862124,76.67663737324716,0.3932953301074482,0.4007043695370356,71.14594590078644,0.2940812251604626,0.3216659182366449,63.93741451344693,0.19904764923839974,0.24888946076298896
2018-01-03,0.5986331166273849,0.6631721297926463,0.5951670051621111,0.7064757657151287,0.7064757657151287,80.70660547538766,0.4171858755219012,0.441473889027448,74.44182463684483,0.31272666236680274,0.3464923600094503,66.61564541715617,0.20940105497038652,0.2638922904335509
2018-01-04,0.6949111465218998,0.6715900808402864,0.7194217262067484,0.6856340246847952,0.6856340246847952,77.90255187242944,0.4401554569749149,0.474028573781761,72.77177736639521,0.3293646971420536,0.3683724674078596,65.65186571828174,0.21942691105174744,0.277719888277854
2018-01-05,0.6695571564463457,0.6480624179754539,0.6112134228223718,0.5865778407449088,0.5865778407449088,66.19162899829854,0.4619971514998342,0.4890351427101807,65.54957472409241,0.3434614635875089,0.3824502334296047,61.36215210202962,0.2278610249851353,0.2878463785226755
2018-01-06,0.5869818900070889,0.7434677121433491,0.6492591550460269,0.7219430832950287,0.7219430832950287,72.29058602878239,0.4912625558086741,0.5200895347881604,69.78412996912992,0.3633757264148604,0.4043529979370514,64.57774858749549,0.23846785038912136,0.30207905736767066
2018-01-07,0.7158676013499186,0.8455880639932905,0.7951037956385428,0.8369518435564832,0.8369518435564832,76.19910014369414,0.524789737178222,0.5623378426239368,72.7272400173324,0.3866298211411058,0.4322626008802406,66.953374616007,0.2508428627339574,0.31961587002959896
2018-01-08,0.8345913588250621,0.9362585380410846,0.6946980011655088,0.9466239769026592,0.9466239769026592,79.19713143706744,0.5646301591617319,0.6135759938610998,75.11562305235483,0.41356822457481945,0.4654472057849128,68.97088272397997,0.26482081394228824,0.340173512877896
2018-01-09,0.9476330984507444,1.0,1.0,1.0,1.0,80.4793171538111,0.6070496285924343,0.6650991946796199,76.16534462936373,0.4427026473424768,0.4999344828310474,69.88071499160168,0.2801085573387662,0.3618071681933748
2018-01-10,1.0,0.9070575222956998,0.8956949513726734,0.8905278225172247,0.8905278225172247,70.87938005777292,0.6415115339523487,0.6951563450579672,69.91484498165771,0.4667354319757874,0.5251340531333815,65.85435551066857,0.2936224036726852,0.3791422716138289
2018-01-11,0.8828042921107322,0.7997652558722086,0.7387686411419321,0.7088996209373296,0.7088996209373296,58.479193277763024,0.6651548342900616,0.6969887818418822,61.29146904702301,0.4832930779913214,0.5369898962175071,60.021023264964406,0.30435769665476275,0.3899539879850912
2018-01-12,0.7207934709506989,0.7640732765554292,0.7592410589862205,0.8172208329624802,0.8172208329624802,62.65408202539279,0.6965395443200951,0.7130197219912953,64.02590914985805,0.5037414912074285,0.5550693114913764,62.05877989364353,0.3165216783449832,0.4039627370007433
2018-01-13,0.8134991850806135,0.7889710197502349,0.8906008505281462,0.8439502987755141,0.8439502987755141,63.6211740353839,0.7322496933168235,0.7304771322291911,64.6624342913399,0.5250283372410073,0.5737067945419659,62.53781691232751,0.3290449709677904,0.4183885586982768
2018-01-14,0.8412646094748769,0.7617358196685846,0.7655393412607501,0.7200581335095546,0.7200581335095546,56.371758029113224,0.7540354768381264,0.7290879323999062,59.61066289889742,0.5423714196419244,0.5831488164108426,59.025989170684255,0.33958839573216154,0.4282793644297941
2018-01-15,0.7136985222391198,0.7212535513924343,0.7259760470577568,0.7532337374311279,0.7532337374311279,57.75289427369939,0.772669865379889,0.7323073730707358,60.46530727694213,0.5593886796532309,0.5941220371218288,59.64295823944826,0.3502039793655303,0.4389336061675427
2018-01-16,0.7509691178876321,0.6790706085042606,0.4010297551497759,0.5023671604194684,0.5023671604194684,45.96398396046514,0.7657474386751216,0.7016486780505669,51.88632056565657,0.5663974984383526,0.5882023676571604,53.45502011624774,0.3567708022172341,0.4410133948315403
2018-01-17,0.4952952795264378,0.5646117680470641,0.3796945406441237,0.6296890564399809,0.6296890564399809,51.36272684804587,0.7602626737268968,0.6920540618358221,55.21850514300961,0.5742280057694581,0.590878928223794,55.820123666988955,0.3654221243034566,0.4471994820973908
2018-01-18,0.6320030052045782,0.6446311155782016,0.6683887038980539,0.634233175360073,0.634233175360073,51.547837878813894,0.7565911844894168,0.6843446103057222,55.33259269322285,0.5830173664918678,0.5936759764261346,55.90143048980586,0.37417240828548815,0.4533317343355116
2018-01-19,0.6242318854629288,0.6150285054365008,0.6553800772649746,0.6359449926296756,0.6359449926296756,51.62215357504157,0.760117409624043,0.6778913279489159,55.376846239936455,0.5918152619157641,0.5964030097295888,55.93249090789694,0.38302537285469096,0.4593190542795825
2018-01-20,0.6379164722775936,0.6626607070945754,0.7083853967331077,0.7079559268015231,0.7079559268015231,54.750301916915845,0.7591183270173639,0.6818999411292637,57.2192597675949,0.6032784633310614,0.6035999721213265,57.22113123318838,0.39313986790720573,0.4674710828868593
2018-01-21,0.7049858525147383,0.6369730876285629,0.6089010744285471,0.5897551881840715,0.5897551881840715,49.15997240207431,0.7414614230621916,0.6696139740699047,53.474404849504815,0.6135771656906625,0.6027067602544068,54.55870491525174,0.4010284721705737,0.4714803978146368
2018-01-22,0.5915890625094671,0.5495464313012879,0.5298238267899029,0.5362352944045278,0.5362352944045278,46.83977994256707,0.7121479457408965,0.6518301501145212,51.8855838845705,0.6210440947384376,0.5984182785866727,53.41462856530757,0.408207984985428,0.4736035091782397
2018-01-23,0.5364096287724104,0.5533782187180707,0.5414162400468338,0.6173430011180459,0.6173430011180459,50.623692504680356,0.684815302963614,0.6472318635816577,54.024730746428176,0.6293698179629453,0.5996392284274065,54.87262509484708,0.41669787928924623,0.4783162794057744
2018-01-24,0.611431895157137,0.6016483120277522,0.6146739442075939,0.5746865630879037,0.5746865630879037,48.671534137770045,0.6622552130043768,0.6375591568491572,52.75019403894804,0.6355641010947581,0.5980293790506643,53.96948269216868,0.4243637481645311,0.4814759608379754
2018-01-25,0.5805328179245912,0.5426816077532124,0.632116572230216,0.5891797054552591,0.5891797054552591,49.38210355920603,0.6537037904699432,0.6311085633299708,53.13834065969456,0.6416658436775945,0.5974584323670898,54.229702758991834,0.4319988717937463,0.4850072311532962
2018-01-26,0.5851084842499409,0.5366210823745543,0.5746959208520749,0.5938847644605275,0.5938847644605275,49.624670643558204,0.6377512141483752,0.6261453901473784,53.26712446091747,0.6478599642436645,0.5972278731473116,54.3149440835716,0.4395632793249294,0.4885769863436972
2018-01-27,0.5893763594612443,0.6496732330678594,0.6443850873531612,0.719882562507544,0.719882562507544,55.71382584076831,0.6288892329863774,0.6386436797954005,56.5698552441103,0.6592596024536043,0.6051410789124879,56.51957891203844,0.4490480353320384,0.4961607757261184
2018-01-28,0.7152277836010348,0.6463495402187911,0.7351120902215934,0.7050492513237931,0.7050492513237931,54.877127531981756,0.6278171699731087,0.6474977559991861,56.08764826496814,0.6701667477463303,0.6115867674551527,56.19500474409322,0.4591803110126503,0.5030095782047307
2018-01-29,0.6980969057298828,0.6409013908256758,0.7029032374211046,0.652758354558323,0.652758354558323,51.93143484544935,0.6206403569107655,0.6481991691404044,54.398515094256865,0.6804584191375639,0.6142429988811637,55.06173960394358,0.4682756204626376,0.5079193741507501
2018-01-30,0.6491072240028598,0.5869413039836611,0.5880219286372479,0.5335017514426693,0.5335017514426693,45.90971886955983,0.6228642562695654,0.6329061801140398,50.79354265869989,0.6844065720452758,0.6090338861431963,52.60209809252289,0.4750308976514532,0.5087581406193376
2018-01-31,0.5304828321629596,0.498631583735205,0.5547769197225716,0.542909430967067,0.542909430967067,46.434691735822184,0.6166657115929287,0.6209066135611101,51.05792824315531,0.6860918098159631,0.6047677922608654,52.771300499634314,0.4820993374226745,0.5098778550569679
2018-02-01,0.5425060740273984,0.5006151494275061,0.4753516196440262,0.4758376504698353,0.4758376504698353,43.22974486229929,0.6053517455293402,0.6015640851489401,49.11383418714321,0.6819770270220837,0.596449718596928,51.4402743111044,0.4880291260912733,0.5087617827754227
2018-02-02,0.4726750561961139,0.4242933547221179,0.34762837600865193,0.4199377942185932,0.4199377942185932,40.720051479353536,0.5899226599285488,0.5773472463582272,47.554438124499455,0.6724257613055326,0.5850618525080031,50.36391389831989,0.4925762118361678,0.5058495208555267
2018-02-03,0.4200548934545917,0.4290348311029312,0.4233117789746988,0.4593998154065992,0.4593998154065992,43.21358000651738,0.5721686519717685,0.5616209222313435,48.741644809167575,0.6648846209962593,0.5769546243079126,51.0983019450416,0.4971246590691567,0.5043265796932668
2018-02-04,0.4549625258259769,0.42235971098515984,0.3874517093908815,0.3825045934982644,0.3825045934982644,39.724963120949155,0.5573650380656394,0.537738745066933,46.61683134745951,0.6580821794213711,0.5644094610298708,49.64322268419942,0.5007718215044402,0.5003324162114634
2018-02-05,0.3758044678182579,0.3437392875804159,0.28615378050292906,0.2722642928816932,0.2722642928816932,35.342353786044214,0.5385099665282941,0.5023421514422344,43.78891666419937,0.6430928864075934,0.5455613856654722,47.66489406564305,0.5032343064112271,0.4928547728236021
2018-02-06,0.27137360872963456,0.3409503143419121,0.2199104665102875,0.3480512228398366,0.3480512228398366,40.20167310740987,0.5192748395084221,0.4817700276285813,46.11120627776632,0.6267961990503718,0.5328187945154311,49.08307977278957,0.506713010095739,0.4881071154470852
2018-02-07,0.3445345871176089,0.3374724181196728,0.33578659184650483,0.3279812626725076,0.3279812626725076,39.36230684319912,0.5016530323358938,0.4612648589677715,45.5957270084771,0.6061747752427,0.5196034698804038,48.7275748862286,0.5098714999087599,0.482857087487263
2018-02-08,0.32562966912455243,0.34891674903789305,0.3656550920338664,0.3671079920163964,0.3671079920163964,41.89627759341376,0.4857907670902606,0.4487106100409215,46.793938033351715,0.5850783749765799,0.5097650519536937,49.45320123726381,0.5138905111595286,0.4790620351767427
2018-02-09,0.3668155131568584,0.35450800803632543,0.38595815102808817,0.3843919817698776,0.3843919817698776,43.02319146067155,0.4708269968980714,0.4401347929381157,47.323513663765546,0.5682071802850017,0.5016764667805442,49.772443423592044,0.5174713061303947,0.4759580989994685
2018-02-10,0.3824389416348071,0.3640375546229394,0.37022378038291104,0.3530257345634683,0.3530257345634683,41.459702800979365,0.4446229377592088,0.42852025182149606,46.4564090190529,0.5563447174058729,0.4920860969600877,49.199144251371926,0.5198188976985973,0.4719275296736979
2018-02-11,0.3501317806443013,0.3121054085446418,0.3411994073773781,0.3192783056422911,0.3192783056422911,39.792697994814745,0.4170678702105301,0.413954658997602,45.528937431382936,0.5397466331618667,0.4809372071976492,48.58697859505347,0.5217440621846479,0.4669226370825042
2018-02-12,0.3194944470362988,0.34338983389301386,0.35890340811348903,0.3763437582679921,0.3763437582679921,43.880766776907095,0.3973239704755064,0.40893987223365397,47.365061859164705,0.5241597484782826,0.4741892427505746,49.663701248650476,0.5245940428596452,0.4639528377771104
