Date,Open,High,Low,Close,Adj_Close,Volume
2014-09-17,3.32765,3.8787300000000013,3.29788,3.75394,3.75394,574556
2014-09-18,3.7755400000000003,3.95001,3.5887300000000004,3.8689,3.8689,438932
2014-09-19,3.86593,3.9241800000000002,3.37275,3.4321,3.4321,353146
2014-09-20,3.4293699999999996,3.57755,3.14434,3.18344,3.18344,211501
2014-09-21,3.1775599999999997,3.2699700000000003,2.92102,2.97051,2.97051,142460
2014-09-22,2.97254,3.4011,2.96788,3.3614599999999997,3.3614599999999997,138652
2014-09-23,3.36036,3.50759,3.16668,3.40012,3.40012,146543
2014-09-24,3.41756,10.3118,3.3377800000000004,3.3419199999999996,3.3419199999999996,74905
2014-09-25,3.3400800000000004,3.3400800000000004,2.93309,3.00227,3.00227,102167
2014-09-26,3.0017400000000003,3.05353,2.79989,2.8904400000000003,2.8904400000000003,99224
2014-09-27,2.8837200000000003,2.9689,2.7675799999999997,2.84028,2.84028,69607
2014-09-28,2.84,3.04243,2.74733,2.90269,2.90269,120161
2014-09-29,2.89838,3.04921,2.8235900000000003,2.85075,2.85075,75316
2014-09-30,2.8571299999999997,2.96825,2.61573,2.70059,2.70059,154649
2014-10-01,2.7038599999999997,2.87878,2.44613,2.46322,2.46322,223263
2014-10-02,2.46327,2.4904,2.41391,2.43933,2.43933,45955
2014-10-03,2.4367,2.51586,2.36498,2.40181,2.40181,58977
2014-10-04,2.40372,2.50465,2.16451,2.23584,2.23584,55245
2014-10-05,2.2361400000000002,2.32138,2.07198,2.25386,2.25386,54743
2014-10-06,2.25313,2.41695,2.13879,2.24753,2.24753,51203
2014-10-07,2.25115,2.34433,2.0501400000000003,2.12533,2.12533,149260
2014-10-08,2.12056,2.35509,2.09479,2.3387700000000002,2.3387700000000002,61347
2014-10-09,2.3332599999999997,2.45704,2.26264,2.39601,2.39601,107387
2014-10-10,2.39454,2.46536,2.23434,2.2379,2.2379,63434
2014-10-11,2.23654,2.2818400000000003,2.04351,2.1653700000000002,2.1653700000000002,103367
2014-10-12,2.16434,2.17769,2.04498,2.13814,2.13814,90787
2014-10-13,2.13084,2.61932,2.0401,2.56828,2.56828,136242
2014-10-14,2.57167,2.57167,2.0371200000000003,2.06242,2.06242,218533
2014-10-15,2.06947,2.24445,2.0035,2.06811,2.06811,87646
2014-10-16,2.07232,2.29807,2.07232,2.17508,2.17508,104953
2014-10-17,2.17618,2.47892,2.13658,2.27427,2.27427,82246
2014-10-18,2.27552,2.35543,2.21259,2.2943,2.2943,40728
2014-10-19,2.29327,2.3172,2.23654,2.2658,2.2658,41569
2014-10-20,2.26418,2.28126,2.07782,2.10587,2.10587,111213
2014-10-21,2.10363,2.19464,2.06176,2.07615,2.07615,70426
2014-10-22,2.0712,2.18739,2.04236,2.06911,2.06911,100270
2014-10-23,2.0685,2.11997,2.02924,2.10554,2.10554,50298
2014-10-24,2.1021,2.10946,1.9989700000000001,2.03646,2.03646,61719
2014-10-25,2.0263299999999997,2.0494,1.9153200000000001,1.9187900000000002,1.9187900000000002,40231
2014-10-26,1.9169,2.00597,1.90447,1.92658,1.92658,40296
2014-10-27,1.9253099999999999,1.96121,1.8983900000000002,1.9124,1.9124,31036
2014-10-28,1.92203,1.94658,1.8823400000000001,1.8970099999999999,1.8970099999999999,33227
2014-10-29,1.8945400000000001,1.90883,1.59514,1.61105,1.61105,135790
2014-10-30,1.60866,1.7997400000000001,1.60689,1.78699,1.78699,90240
2014-10-31,1.78083,1.8246799999999999,1.7312599999999998,1.7899200000000002,1.7899200000000002,53915
2014-11-01,1.7913599999999998,1.81902,1.6164100000000001,1.66798,1.66798,32685
2014-11-02,1.66904,1.75305,1.65264,1.66061,1.66061,41301
2014-11-03,1.6589099999999999,1.7297200000000001,1.62891,1.6291799999999999,1.6291799999999999,38373
2014-11-04,1.62449,1.71202,1.5718,1.6510599999999998,1.6510599999999998,67424
2014-11-05,1.6482,1.7825,1.6482,1.7516200000000002,1.7516200000000002,61098
2014-11-06,1.75145,1.9907099999999998,1.7435,1.98927,1.98927,82373
2014-11-07,1.99311,2.50428,1.9885099999999998,2.13151,2.13151,383517
2014-11-08,2.13008,2.75814,2.1168299999999998,2.73454,2.73454,310275
2014-11-09,2.73347,3.01059,2.6823,2.99127,2.99127,375396
2014-11-10,2.98428,2.99638,2.5222700000000002,2.53309,2.53309,311577
2014-11-11,2.53627,2.6474900000000003,2.38059,2.42643,2.42643,193795
2014-11-12,2.43047,2.84713,2.43047,2.63961,2.63961,229563
2014-11-13,2.65632,2.7682900000000004,2.47001,2.57728,2.57728,108337
2014-11-14,2.55958,2.55958,2.2871099999999998,2.41252,2.41252,106611
2014-11-15,2.4229700000000003,2.49559,2.28555,2.48766,2.48766,83032
2014-11-16,2.48359,2.77427,2.48359,2.73788,2.73788,135202
2014-11-17,2.73124,2.7822,2.2905,2.3336900000000003,2.3336900000000003,225043
2014-11-18,2.32594,2.45023,2.30281,2.36002,2.36002,217493
2014-11-19,2.3651400000000002,2.4353599999999997,2.3418200000000002,2.37563,2.37563,87225
2014-11-20,2.36947,2.37164,2.25256,2.2647,2.2647,111780
2014-11-21,2.26352,2.27469,2.19988,2.2177599999999997,2.2177599999999997,52991
2014-11-22,2.2217,2.30232,2.20383,2.2601400000000003,2.2601400000000003,56525
2014-11-23,2.2554,2.33229,2.24214,2.3067,2.3067,52642
2014-11-24,2.29766,2.38556,2.2734900000000002,2.32482,2.32482,59480
2014-11-25,2.3067,2.42205,2.27576,2.3712299999999997,2.3712299999999997,59745
2014-11-26,2.3686599999999998,2.44328,2.32839,2.3644700000000003,2.3644700000000003,98079
2014-11-27,2.39493,2.3987700000000003,2.2943599999999997,2.32465,2.32465,85432
2014-11-28,2.32888,2.4108099999999997,2.2772200000000002,2.3765400000000003,2.3765400000000003,46759
2014-11-29,2.37865,2.43914,2.34735,2.37478,2.37478,57107
2014-11-30,2.40026,2.4250599999999998,2.3441400000000003,2.3851400000000003,2.3851400000000003,43116
2014-12-01,2.38239,2.40895,2.3460400000000003,2.36878,2.36878,46361
2014-12-02,2.35854,2.4491400000000003,2.3308400000000002,2.43035,2.43035,93651
2014-12-03,2.42767,2.43833,2.35909,2.4297299999999997,2.4297299999999997,78398
2014-12-04,2.43466,2.46119,2.31645,2.32566,2.32566,72131
2014-12-05,2.32613,2.38473,2.31468,2.37312,2.37312,53824
2014-12-06,2.36587,2.39499,2.326,2.35145,2.35145,50201
2014-12-07,2.36012,2.3898599999999997,2.33074,2.36892,2.36892,64326
2014-12-08,2.3761099999999997,2.38236,2.28146,2.2972099999999998,2.2972099999999998,39249
2014-12-09,2.28838,2.2969,2.19798,2.25852,2.25852,42492
2014-12-10,2.25996,2.26662,2.2242900000000003,2.23854,2.23854,39110
2014-12-11,2.23393,2.33165,2.19765,2.29433,2.29433,34057
2014-12-12,2.25943,2.2833799999999997,2.25402,2.27471,2.27471,31940
2014-12-13,2.26729,2.26729,2.22398,2.2354700000000003,2.2354700000000003,26290
2014-12-14,2.22791,2.2635,2.21373,2.23799,2.23799,29243
2014-12-15,2.23602,2.24451,2.1088,2.12785,2.12785,80270
2014-12-16,2.1292,2.1292,1.97482,1.97642,1.97642,71364
2014-12-17,1.97967,2.00599,1.8477400000000002,1.9390900000000002,1.9390900000000002,90503
2014-12-18,1.9373799999999999,1.9386400000000001,1.76958,1.8079599999999998,1.8079599999999998,80841
2014-12-19,1.8171700000000002,1.90638,1.7821900000000002,1.8949099999999999,1.8949099999999999,47170
