Date,Open,High,Low,Close,Adj Close
2016-04-18,0.6429020000000001,1.06538,0.6429020000000001,0.8776809999999999,0.8776809999999999
2016-04-19,0.8779110000000001,0.952174,0.68595,0.766538,0.766538
2016-04-20,0.766135,0.969628,0.707862,0.8329979999999999,0.8329979999999999
2016-04-21,0.8330489999999999,0.8330489999999999,0.617698,0.678366,0.678366
2016-04-22,0.6788770000000001,0.7122649999999999,0.395063,0.445541,0.445541
2016-04-23,0.445658,0.645597,0.445658,0.627526,0.627526
2016-04-24,0.572256,0.655271,0.502921,0.5638350000000001,0.5638350000000001
2016-04-25,0.5645399999999999,0.565074,0.340077,0.369118,0.369118
2016-04-26,0.369367,0.461324,0.336497,0.374183,0.374183
2016-04-27,0.374307,0.599489,0.351378,0.416198,0.416198
2016-04-28,0.43088,0.5146930000000001,0.407969,0.449965,0.449965
2016-04-29,0.450283,0.465986,0.389675,0.432963,0.432963
2016-04-30,0.433501,0.468101,0.405139,0.419174,0.419174
2016-05-01,0.419234,0.500108,0.40299,0.46598,0.46598
2016-05-02,0.466055,0.491174,0.390714,0.402849,0.402849
2016-05-03,0.40293,0.530654,0.402896,0.4437100000000001,0.4437100000000001
2016-05-04,0.443663,0.45529,0.419155,0.421578,0.421578
2016-05-05,0.421569,0.447833,0.36331,0.385345,0.385345
2016-05-06,0.385313,0.415,0.300293,0.354715,0.354715
2016-05-07,0.354537,0.362611,0.307018,0.30953400000000003,0.30953400000000003
2016-05-08,0.309497,0.336382,0.302064,0.310248,0.310248
2016-05-09,0.31006500000000004,0.315774,0.245388,0.258957,0.258957
2016-05-10,0.258959,0.269197,0.229942,0.255622,0.255622
2016-05-11,0.255641,0.340802,0.237277,0.25223,0.25223
2016-05-12,0.252159,0.269968,0.23318200000000006,0.264839,0.264839
2016-05-13,0.264899,0.476388,0.264899,0.34178800000000004,0.34178800000000004
2016-05-14,0.345495,0.385198,0.310701,0.375596,0.375596
2016-05-15,0.375679,0.390704,0.332301,0.374065,0.374065
2016-05-16,0.3742,0.40127,0.34122,0.342774,0.342774
2016-05-17,0.342727,0.384343,0.338889,0.382058,0.382058
2016-05-18,0.382281,0.382281,0.318782,0.343168,0.343168
2016-05-19,0.343356,0.365729,0.286867,0.34769,0.34769
2016-05-20,0.34696,0.433004,0.332968,0.422897,0.422897
2016-05-21,0.422913,0.456625,0.373537,0.42044,0.42044
2016-05-22,0.445715,0.5219560000000001,0.4280270000000001,0.4280270000000001,0.4280270000000001
2016-05-23,0.42857,0.488079,0.42857,0.444433,0.444433
2016-05-24,0.444565,0.5362600000000001,0.429608,0.5302399999999999,0.5302399999999999
2016-05-25,0.534247,0.5815520000000001,0.457058,0.565619,0.565619
2016-05-26,0.56582,0.767267,0.498594,0.734062,0.734062
2016-05-27,0.734074,0.7365550000000001,0.342864,0.514634,0.514634
2016-05-28,0.5142260000000001,0.555377,0.4486270000000001,0.484494,0.484494
2016-05-29,0.482347,0.512538,0.44456,0.450608,0.450608
2016-05-30,0.452462,0.5041100000000001,0.444284,0.444284,0.444284
2016-05-31,0.443893,0.5084770000000001,0.377707,0.425338,0.425338
2016-06-01,0.425098,0.428482,0.38689,0.417857,0.417857
2016-06-02,0.417316,0.420286,0.386003,0.4061030000000001,0.4061030000000001
2016-06-03,0.405808,0.425632,0.365412,0.366594,0.366594
2016-06-04,0.369022,0.432768,0.364243,0.424029,0.424029
2016-06-05,0.424669,0.425734,0.339081,0.369761,0.369761
2016-06-06,0.369551,0.3852,0.339623,0.385065,0.385065
2016-06-07,0.385066,0.387278,0.306079,0.34067800000000004,0.34067800000000004
2016-06-08,0.341024,0.5170399999999999,0.290535,0.369452,0.369452
2016-06-09,0.36978,0.406699,0.324058,0.390428,0.390428
2016-06-10,0.391214,0.414148,0.366628,0.370404,0.370404
2016-06-11,0.371175,0.404918,0.345377,0.381708,0.381708
2016-06-12,0.38348,0.419162,0.373625,0.376407,0.376407
2016-06-13,0.375797,0.446442,0.371781,0.387242,0.387242
2016-06-14,0.387306,0.396964,0.37684,0.380367,0.380367
2016-06-15,0.381112,0.405612,0.349607,0.350005,0.350005
2016-06-16,0.351744,0.435857,0.351744,0.404713,0.404713
2016-06-17,0.405581,0.445811,0.279405,0.311305,0.311305
2016-06-18,0.311079,0.327469,0.278814,0.303056,0.303056
2016-06-19,0.303332,0.339543,0.282141,0.335555,0.335555
2016-06-20,0.33578800000000003,0.33578800000000003,0.239225,0.304109,0.304109
2016-06-21,0.303419,0.303419,0.223794,0.223794,0.223794
2016-06-22,0.204185,0.285018,0.191699,0.207594,0.207594
2016-06-23,0.212338,0.28425700000000004,0.21055,0.2828,0.2828
2016-06-24,0.28347100000000003,0.291077,0.241083,0.242289,0.242289
2016-06-25,0.234966,0.276025,0.20781,0.226911,0.226911
2016-06-26,0.227149,0.25446,0.197672,0.19786,0.19786
2016-06-27,0.197915,0.237976,0.193811,0.206546,0.206546
2016-06-28,0.207378,0.243523,0.205345,0.234085,0.234085
2016-06-29,0.233446,0.2736,0.213992,0.22987800000000005,0.22987800000000005
2016-06-30,0.229597,0.278549,0.229597,0.273518,0.273518
2016-07-01,0.273169,0.273188,0.205356,0.205448,0.205448
2016-07-02,0.204875,0.235075,0.200936,0.219718,0.219718
2016-07-03,0.220002,0.240642,0.182036,0.23557,0.23557
2016-07-04,0.236015,0.35735100000000003,0.221633,0.240103,0.240103
2016-07-05,0.239643,0.25476,0.22128,0.251497,0.251497
2016-07-06,0.241239,0.254333,0.232268,0.253098,0.253098
2016-07-07,0.25316700000000003,0.37818,0.230541,0.299868,0.299868
2016-07-08,0.300143,0.359037,0.255134,0.324707,0.324707
2016-07-09,0.324527,0.584774,0.323116,0.546358,0.546358
2016-07-10,0.533428,0.776451,0.533428,0.557304,0.557304
2016-07-11,0.557299,0.968643,0.552609,0.962629,0.962629
2016-07-12,0.985028,2.748,0.941051,2.748,2.748
2016-07-13,2.64399,4.92636,2.18723,4.05823,4.05823
2016-07-14,4.11528,4.54094,3.36544,3.70654,3.70654
2016-07-15,3.76103,4.2475,3.03906,3.21943,3.21943
2016-07-16,3.21968,3.84317,2.6718,3.24573,3.24573
2016-07-17,3.23877,3.64082,2.92501,3.27621,3.27621
2016-07-18,3.27956,3.31989,2.4917700000000003,2.53487,2.53487
2016-07-19,2.53221,4.58517,2.4556400000000003,4.28447,4.28447
2016-07-20,4.29767,4.62739,3.72865,3.94193,3.94193
2016-07-21,3.94187,3.94454,3.36595,3.44644,3.44644
2016-07-22,3.4408300000000005,3.53059,3.18912,3.3528,3.3528
2016-07-23,3.3889,3.90227,3.33696,3.78354,3.78354
2016-07-24,3.80776,3.81313,3.45053,3.49826,3.49826
2016-07-25,3.4975,3.54437,2.9918,3.30608,3.30608
2016-07-26,3.34688,3.34688,2.74116,2.805,2.805
2016-07-27,2.79829,2.91711,2.6439,2.7706,2.7706
2016-07-28,2.77177,2.86231,2.6672700000000003,2.67343,2.67343
2016-07-29,2.66637,2.6703,2.17417,2.19282,2.19282
2016-07-30,2.17027,2.57879,2.15725,2.42312,2.42312
2016-07-31,2.45967,2.57084,2.20032,2.30608,2.30608
2016-08-01,2.30657,2.40211,2.07669,2.0767,2.0767
2016-08-02,2.17147,2.69433,1.93481,2.06623,2.06623
2016-08-03,2.06715,2.22863,2.00695,2.09265,2.09265
2016-08-04,2.09293,2.2063,2.01364,2.06436,2.06436
2016-08-05,2.0644400000000003,2.1349,1.98646,2.0889900000000003,2.0889900000000003
2016-08-06,2.06686,2.0917,1.98547,2.04474,2.04474
2016-08-07,2.04475,2.33145,1.91911,2.11563,2.11563
2016-08-08,2.09375,2.19463,1.97257,2.01275,2.01275
2016-08-09,2.00046,2.03605,1.77436,1.80293,1.80293
2016-08-10,1.80189,1.8677,1.50731,1.54788,1.54788
2016-08-11,1.59289,1.6757099999999998,1.47938,1.48602,1.48602
2016-08-12,1.48479,1.58925,1.33546,1.40452,1.40452
2016-08-13,1.41546,1.63923,1.36476,1.58985,1.58985
2016-08-14,1.59449,1.62709,1.44846,1.46861,1.46861
2016-08-15,1.45603,1.5380200000000002,1.43236,1.47353,1.47353
2016-08-16,1.48097,1.51757,1.37038,1.38885,1.38885
2016-08-17,1.38905,1.7607099999999998,1.3754,1.55407,1.55407
2016-08-18,1.55131,1.58176,1.44428,1.49126,1.49126
2016-08-19,1.49159,1.56044,1.41353,1.4834200000000002,1.4834200000000002
2016-08-20,1.4832,1.48436,1.42115,1.4381,1.4381
2016-08-21,1.43808,1.4977200000000002,1.39422,1.41951,1.41951
2016-08-22,1.41996,1.43643,1.31842,1.33163,1.33163
2016-08-23,1.33091,1.33444,1.11372,1.15694,1.15694
2016-08-24,1.1657,1.18559,1.06157,1.12926,1.12926
2016-08-25,1.1152,1.12649,0.9753,0.9753,0.9753
2016-08-26,0.978825,1.01981,0.911641,0.930036,0.930036
2016-08-27,0.925003,0.957126,0.8358030000000001,0.867134,0.867134
2016-08-28,0.8661139999999999,0.877229,0.77473,0.784111,0.784111
2016-08-29,0.784101,1.20316,0.707396,1.05854,1.05854
2016-08-30,1.05879,1.15469,0.838707,0.936955,0.936955
2016-08-31,0.953864,0.996726,0.883518,0.910217,0.910217
2016-09-01,0.910429,0.919683,0.75631,0.814077,0.814077
2016-09-02,0.795169,0.905554,0.779359,0.822189,0.822189
2016-09-03,0.8260870000000001,0.87849,0.803517,0.823506,0.823506
2016-09-04,0.82432,0.8439049999999999,0.776708,0.823902,0.823902
2016-09-05,0.821946,0.8434020000000001,0.782737,0.806667,0.806667
2016-09-06,0.803762,0.8116439999999999,0.763534,0.7792399999999999,0.7792399999999999
2016-09-07,0.776917,0.785954,0.7335229999999999,0.7399359999999999,0.7399359999999999
2016-09-08,0.753328,0.753328,0.597187,0.634152,0.634152
2016-09-09,0.655849,0.684138,0.568913,0.640861,0.640861
2016-09-10,0.6529020000000001,0.7390869999999999,0.6397579999999999,0.7177600000000001,0.7177600000000001
2016-09-11,0.723441,0.737896,0.631454,0.641134,0.641134
2016-09-12,0.644521,0.679461,0.625251,0.630221,0.630221
2016-09-13,0.6406970000000001,0.653845,0.57521,0.590609,0.590609
2016-09-14,0.5882850000000001,0.602592,0.569186,0.573209,0.573209
2016-09-15,0.573152,0.577472,0.502674,0.5098010000000001,0.5098010000000001
2016-09-16,0.5043380000000001,0.521154,0.479712,0.514227,0.514227
2016-09-17,0.521263,0.590611,0.511579,0.5284770000000001,0.5284770000000001
2016-09-18,0.528512,0.557185,0.52052,0.52353,0.52353
2016-09-19,0.521045,0.5212060000000001,0.4678560000000001,0.478526,0.478526
2016-09-20,0.478552,0.486127,0.429465,0.450762,0.450762
2016-09-21,0.443245,0.443908,0.405142,0.418853,0.418853
2016-09-22,0.418813,0.553863,0.41151,0.485323,0.485323
2016-09-23,0.484641,0.523353,0.4642,0.484293,0.484293
2016-09-24,0.485907,0.65374,0.464662,0.597275,0.597275
2016-09-25,0.601947,0.655396,0.574521,0.6048180000000001,0.6048180000000001
2016-09-26,0.607841,0.6099720000000001,0.540974,0.563659,0.563659
2016-09-27,0.563743,0.588353,0.544239,0.546937,0.546937
2016-09-28,0.546994,0.5470659999999999,0.489185,0.505285,0.505285
2016-09-29,0.5131220000000001,0.520173,0.472438,0.514415,0.514415
2016-09-30,0.50981,0.50981,0.4759229999999999,0.492349,0.492349
2016-10-01,0.489641,0.49291,0.440961,0.4456350000000001,0.4456350000000001
2016-10-02,0.445758,0.466725,0.428507,0.443965,0.443965
2016-10-03,0.444061,0.484142,0.43799999999999994,0.445752,0.445752
2016-10-04,0.443091,0.449675,0.400883,0.40747,0.40747
2016-10-05,0.408836,0.436667,0.400634,0.417342,0.417342
2016-10-06,0.416132,0.423516,0.402997,0.405304,0.405304
2016-10-07,0.404658,0.406218,0.375386,0.37705,0.37705
2016-10-08,0.377281,0.415429,0.369418,0.383549,0.383549
2016-10-09,0.38357,0.3862,0.342202,0.350211,0.350211
2016-10-10,0.351061,0.354918,0.29901300000000003,0.303636,0.303636
2016-10-11,0.303813,0.311784,0.261232,0.261232,0.261232
2016-10-12,0.261203,0.335846,0.248492,0.292611,0.292611
2016-10-13,0.292541,0.323201,0.274747,0.299119,0.299119
2016-10-14,0.299186,0.303613,0.2567,0.264901,0.264901
2016-10-15,0.26737,0.272494,0.256623,0.262203,0.262203
2016-10-16,0.261992,0.280498,0.249996,0.258242,0.258242
2016-10-17,0.258535,0.271406,0.248411,0.251779,0.251779
2016-10-18,0.251008,0.254389,0.236904,0.244464,0.244464
2016-10-19,0.241457,0.25768800000000003,0.231895,0.234489,0.234489
2016-10-20,0.234218,0.248608,0.232567,0.239862,0.239862
2016-10-21,0.239828,0.239828,0.228285,0.239264,0.239264
2016-10-22,0.237654,0.239511,0.225413,0.228142,0.228142
2016-10-23,0.227492,0.22991,0.199968,0.200849,0.200849
2016-10-24,0.201565,0.220228,0.189853,0.189853,0.189853
2016-10-25,0.191236,0.196371,0.17468399999999998,0.17494,0.17494
2016-10-26,0.175016,0.178003,0.14396099999999998,0.154051,0.154051
2016-10-27,0.15305,0.159397,0.13813,0.14225,0.14225
2016-10-28,0.14214000000000002,0.167622,0.128724,0.154522,0.154522
2016-10-29,0.154229,0.172895,0.130423,0.13196300000000002,0.13196300000000002
2016-10-30,0.131923,0.140551,0.127352,0.131225,0.131225
2016-10-31,0.133699,0.138851,0.127858,0.131459,0.131459
2016-11-01,0.131453,0.132644,0.11800000000000001,0.122442,0.122442
2016-11-02,0.124631,0.124818,0.101541,0.106659,0.106659
2016-11-03,0.109176,0.110101,0.093586,0.095061,0.095061
2016-11-04,0.09772,0.16347,0.09569,0.136004,0.136004
