cluster_id,cryptos
0,"['BCN', 'SYS', 'DASH', 'GAME', 'DOGE', 'MONA', 'XLM', 'BTC']"
1,"['BTS', 'NXT', 'XRP', 'VTC', 'DGB', 'UBQ', 'XCP', 'MAID', 'NAV']"
2,"['IOC', 'LTC', 'XMR']"
