cluster_id,cryptos
0,"['BCN', 'SYS', 'DASH', 'GAME', 'DOGE', 'MONA', 'XLM']"
1,['BTC']
2,"['BTS', 'NXT', 'XRP', 'VTC', 'DGB', 'UBQ', 'XCP', 'MAID', 'NAV']"
3,"['IOC', 'LTC', 'XMR']"
