Date,Open,High,Low,Close,Adj_Close,Volume,VWAP,SMA_14,SMA_21,SMA_5,SMA_12,SMA_26,SMA_13,SMA_30,SMA_20,SMA_50,SMA_100,SMA_200,EMA_14,EMA_21,EMA_5,EMA_12,EMA_26,EMA_13,EMA_30,EMA_20,EMA_50,EMA_100,EMA_200,RSI_14,RSI_21,RSI_100,RSI_200,MACD_12_26_9,MACDH_12_26_9,MACDS_12_26_9,BBL_20,BBM_20,BBU_20,MOM,STOCHF_14,STOCHF_3,STOCH_5,STOCH_3,CMO,DPO,UO,lag_1,pct_change,trend
2015-08-07,0.002026232962564516,0.002468182951579396,0.0019534480450044576,0.0019851619947099533,0.0019851619947099533,8.805792702842396e-06,0.004247532345383063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008474138971429688,0.0,0.0,,0
2015-08-08,0.0019991413401142244,0.0019532759130098964,0.00055379281984428,0.0005394687674649276,0.0005394687674649276,3.612727985166288e-05,0.002482705781306664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00021587532118054803,0.0,0.0019851619947099533,-72.82494985787051,1
2015-08-09,0.000505292390664516,0.0006140151282242228,0.0004875182176510438,0.0005026403072741915,0.0005026403072741915,2.8517052392892537e-05,0.0019317122006065226,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.7498623882978492e-05,0.0,0.0005394687674649276,-6.826801181428999,1
2015-08-10,0.0005109117913803672,0.0005093615637409917,0.0004932171174935774,0.000507331589118897,0.000507331589118897,2.1717640124299882e-05,0.0017186560949366734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00026610864884511423,0.00017730786426530616,3.945157324266986e-05,2.0674102656460164e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0015086758368231987,0.0,0.0005026403072741915,0.9333278244528787,0
2015-08-11,0.0005066884750649524,0.0007896055469069094,0.0005138966467794201,0.0007647125981815254,0.0007647125981815254,7.840220109371267e-05,0.0015643225790860187,0.0,0.0,0.0009260261682984183,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009220984601908236,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01568021526074006,0.01027284615683102,0.0022215214681034112,0.0011595604465749353,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15087918184479088,0.0,0.0,0.0,0.0,-0.0006278803481019397,0.0,0.000507331589118897,50.7323049821582,2
2015-08-12,0.0007576137155109727,0.0009002428643702096,0.0006846490131966344,0.0008718293648325776,0.0008718293648325776,0.0001152438942766457,0.0015910119393005144,0.0,0.0,0.0006862263193181839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0009263759317483453,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02241167962628089,0.014616522560126787,0.00313637693378132,0.0016353052443910134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2711300924263661,0.0,0.0,0.0,0.0,-0.0025615150743565056,0.0,0.0007647125981815254,14.007454160657762,2
2015-08-13,0.0008746028690872551,0.0013714128141525713,0.0009080970260300084,0.001308825383775428,0.001308825383775428,0.00021802574502492438,0.0019339557068051851,0.0,0.0,0.0008519374423484348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0010854359258654716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050856869316759465,0.03279608681183109,0.0068913181794813035,0.003582139029654457,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8971463732868021,0.4556579414075221,0.0,0.0,0.0,-8.395244659738861e-07,0.0,0.0008718293648325776,50.12403075305558,2
2015-08-14,0.0012958468285177152,0.001578555072376769,0.001359638952914408,0.0013089686071564295,0.0013089686071564295,0.0002484815518676635,0.002222629912283863,0.0,0.0,0.0010256118675393562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0011915271184912222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05086658765944802,0.032802223910136874,0.0068925572627253524,0.003582779299448178,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.732971807640768,0.6567222571080242,0.0,0.0,0.0,0.000583343575182019,0.0,0.001308825383775428,0.010942894505028278,0
2015-08-15,0.0012901007712468268,0.001310116683497164,0.0012172478143607215,0.0012094498408675091,0.0012094498408675091,0.00013687885064980922,0.0022607606417364245,0.0,0.0,0.0011768405715378435,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001226680659095776,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050509326937043665,0.0326650725295379,0.006887554403359633,0.0035815128798697532,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6415839664215632,0.7846830856301007,0.5654876336559754,0.0,0.0,0.0005157618556711147,0.0,0.0013089686071564295,-7.602838276245027,1
2015-08-16,0.0012052766580598884,0.0011830997669619937,0.0008444212151449784,0.0011214605567492126,0.0011214605567492126,0.00019027390583114208,0.0022312816921109444,0.0,0.0,0.0012536802367850227,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0012186637537733374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050175491582824513,0.032539055272771865,0.006883093038663134,0.0035803883304258454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4951286828724664,0.6458195985482597,0.6377555218049945,0.0,0.0,0.0015213022847914474,0.0,0.0012094498408675091,-7.275149505595369,1
