Date,Open,High,Low,Close,Adj_Close,Volume,VWAP,SMA_14,SMA_21,SMA_5,SMA_12,SMA_26,SMA_13,SMA_30,SMA_20,SMA_50,SMA_100,SMA_200,EMA_14,EMA_21,EMA_5,EMA_12,EMA_26,EMA_13,EMA_30,EMA_20,EMA_50,EMA_100,EMA_200,RSI_14,RSI_21,RSI_100,RSI_200,MACD_12_26_9,MACDH_12_26_9,MACDS_12_26_9,BBL_20,BBM_20,BBU_20,MOM,STOCHF_14,STOCHF_3,STOCH_5,STOCH_3,CMO,DPO,UO,lag_1
2014-09-17,0.03819301894115299,0.03811156850810771,0.0378279243687356,0.035156723011306304,0.035156723011306304,0.0009760671125002436,0.10878762682959528,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001256154262887501,0.0,0.0
2014-09-18,0.03516665208446906,0.03589402933303664,0.037096540245794236,0.03492014728240639,0.03492014728240639,0.0006954562190152378,0.10746384255455145,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006703458293892463,0.0,0.035156723011306304
2014-09-19,0.034894077160016065,0.03419133447209915,0.03456435319829975,0.033657662586949987,0.033657662586949987,0.0007430657553254589,0.10525490119180722,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0068701517505789554,0.0,0.03492014728240639
2014-09-20,0.03362206084590207,0.036033648130089815,0.035816925334900176,0.034951541217995014,0.034951541217995014,0.0007809366017707882,0.10509829718452283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24571652498174212,0.19250747047017755,0.05828007769542464,0.031101787821433097,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006810618373190946,0.0,0.033657662586949987
2014-09-21,0.035021951815932297,0.03471381418919656,0.03665402212098937,0.033668874706803076,0.033668874706803076,0.00037275589514258,0.10485185067619582,0.0,0.0,0.03694450873359034,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03807349391661655,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19704293712693008,0.16237568562964996,0.05551067284437113,0.030314404736883602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28001759272834026,0.0,0.0,0.0,0.0,-0.0037029760735355207,0.0,0.034951541217995014
2014-09-22,0.033688241588876254,0.03394700157725611,0.0369170745618456,0.034366268561664415,0.034366268561664415,0.00016706033138617197,0.10476402756549912,0.0,0.0,0.03677507378831783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03803493877235383,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28596336699337804,0.23727479697190834,0.08384414169179583,0.046178701124503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5150528885272575,0.0,0.0,0.0,0.0,-0.008596619694831888,0.0,0.033668874706803076
2014-09-23,0.03437809170631903,0.035335554144823964,0.03714325049230142,0.03598529866844864,0.03598529866844864,0.000556025339952583,0.10494222991033529,0.0,0.0,0.03700339038123823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03860531273380213,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4436744134839359,0.37675666267936697,0.1449462730822664,0.08156105543027144,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8087876322213177,0.5450603214325487,0.0,0.0,0.0,0.008566853006137841,0.0,0.034366268561664415
2014-09-24,0.03590810074728155,0.03491778852551643,0.037033850178113545,0.034371874621590956,0.034371874621590956,0.00030137739974760446,0.10488024946912718,0.0,0.0,0.03715648266512275,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038391548630363134,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36410733812934193,0.32109931949167364,0.13717658416421497,0.0791163695012991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3895304080061581,0.5822775102815733,0.0,0.0,0.0,-0.0007560738928280244,0.0,0.03598529866844864
2014-09-25,0.03437809170631903,0.033872829091321596,0.037154313445421534,0.034514268543725024,0.034514268543725024,0.00022964632273681608,0.10479910195997255,0.0,0.0,0.037062752695397536,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038301464317164316,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3756537945998267,0.3312898517322568,0.1420863959536975,0.0820698200919784,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37422360248447156,0.5344176308616959,0.49716060412423485,0.0,0.0,-0.018729200526275063,0.0,0.034371874621590956
2014-09-26,0.034522791974855804,0.03815847169774276,0.03783161201977564,0.03804160144950285,0.03804160144950285,0.0016692398146443187,0.10657943581049767,0.0,0.0,0.03800005239264973,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039540064252374794,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.584547064781288,0.5245898043964732,0.2513434377745611,0.1508615061423684,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7870707070707073,0.5270372808770845,0.6036336324119468,0.0,0.0,0.00036315360206694796,0.0,0.034514268543725024
2014-09-27,0.03804158842756798,0.038540241845935026,0.040867778042742345,0.03797320751839909,0.03797320751839909,0.0007173493337221134,0.10739892051632352,0.0,0.0,0.03877320447625495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040340616987911006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5808449875577676,0.5218434444382082,0.2508211592925108,0.15067968375861993,0.0,0.0,0.0,0.0,0.0,0.0,0.0052197294135492706,0.7185398655139298,0.6388489175528343,0.6463626366208706,0.5933255838379415,0.0,0.012454382549576367,0.0,0.03804160144950285
2014-09-28,0.03804271013507602,0.0371985924680022,0.03884202840474675,0.035627632045135506,0.035627632045135506,0.0004966263558636218,0.10751789246762787,0.0,0.0,0.03869653816768483,0.041427522084782856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04001074962747329,0.04239056361845842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.47119230771022835,0.43922774087533584,0.23398019699563535,0.144670084003484,0.0,0.0,0.0,0.0,0.0,0.0,0.0013111661066678294,0.3166186359269934,0.6192722596651463,0.543015034599443,0.6088975151002429,0.0,0.004715043489132092,0.0,0.03797320751839909
