cluster_id,cryptos
0,"['BTC', 'ETH', 'XMR', 'DASH', 'LTC', 'BTS', 'DGB', 'VTC']"
1,['DOGE']
2,['IOC']
3,"['MAID', 'XLM']"
4,['MONA']
5,"['NAV', 'SYS']"
6,['XCP']
7,['XRP']
