,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16
0,0.0,0.91,0.29999999999999993,0.85,0.85,0.29999999999999993,0.88,0.20999999999999996,0.78,0.5899999999999999,0.3699999999999999,0.2799999999999999,0.5899999999999999,0.77,0.85,0.19999999999999996,0.85
1,0.91,0.0,0.8,0.22999999999999998,0.23999999999999988,0.84,0.95,0.84,0.87,0.85,0.78,0.84,0.85,0.84,0.48,0.85,0.25
2,0.29999999999999993,0.8,0.0,0.9199999999999999,0.9199999999999999,0.32999999999999996,0.85,0.23999999999999988,0.7,0.5199999999999999,0.11999999999999988,0.31999999999999984,0.5,0.58,0.9199999999999999,0.25,0.9199999999999999
3,0.85,0.22999999999999998,0.9199999999999999,0.0,0.009999999999999898,0.85,0.99,0.85,0.97,0.94,0.9199999999999999,0.85,0.94,0.98,0.29999999999999993,0.85,0.019999999999999907
4,0.85,0.23999999999999988,0.9199999999999999,0.009999999999999898,0.0,0.85,0.99,0.85,0.98,0.94,0.9199999999999999,0.85,0.94,0.98,0.29999999999999993,0.85,0.009999999999999898
5,0.29999999999999993,0.84,0.32999999999999996,0.85,0.85,0.0,0.88,0.09999999999999998,0.8099999999999999,0.6699999999999999,0.22999999999999998,0.039999999999999813,0.6699999999999999,0.6099999999999999,0.85,0.09999999999999998,0.85
6,0.88,0.95,0.85,0.99,0.99,0.88,0.0,0.88,0.53,0.86,0.84,0.87,0.86,0.5700000000000001,0.99,0.88,0.99
7,0.20999999999999996,0.84,0.23999999999999988,0.85,0.85,0.09999999999999998,0.88,0.0,0.8099999999999999,0.6699999999999999,0.2599999999999999,0.07999999999999985,0.6699999999999999,0.6399999999999999,0.85,0.009999999999999898,0.85
8,0.78,0.87,0.7,0.97,0.98,0.8099999999999999,0.53,0.8099999999999999,0.0,0.72,0.71,0.82,0.72,0.5599999999999999,0.98,0.8099999999999999,0.98
9,0.5899999999999999,0.85,0.5199999999999999,0.94,0.94,0.6699999999999999,0.86,0.6699999999999999,0.72,0.0,0.5599999999999999,0.6799999999999999,0.019999999999999907,0.74,0.94,0.6699999999999999,0.94
10,0.3699999999999999,0.78,0.11999999999999988,0.9199999999999999,0.9199999999999999,0.22999999999999998,0.84,0.2599999999999999,0.71,0.5599999999999999,0.0,0.19999999999999996,0.5599999999999999,0.5199999999999999,0.9199999999999999,0.2699999999999999,0.9199999999999999
11,0.2799999999999999,0.84,0.31999999999999984,0.85,0.85,0.039999999999999813,0.87,0.07999999999999985,0.82,0.6799999999999999,0.19999999999999996,0.0,0.6799999999999999,0.6,0.85,0.07999999999999985,0.85
12,0.5899999999999999,0.85,0.5,0.94,0.94,0.6699999999999999,0.86,0.6699999999999999,0.72,0.019999999999999907,0.5599999999999999,0.6799999999999999,0.0,0.74,0.94,0.6699999999999999,0.94
13,0.77,0.84,0.58,0.98,0.98,0.6099999999999999,0.5700000000000001,0.6399999999999999,0.5599999999999999,0.74,0.5199999999999999,0.6,0.74,0.0,0.98,0.6399999999999999,0.98
14,0.85,0.48,0.9199999999999999,0.29999999999999993,0.29999999999999993,0.85,0.99,0.85,0.98,0.94,0.9199999999999999,0.85,0.94,0.98,0.0,0.85,0.2899999999999999
15,0.19999999999999996,0.85,0.25,0.85,0.85,0.09999999999999998,0.88,0.009999999999999898,0.8099999999999999,0.6699999999999999,0.2699999999999999,0.07999999999999985,0.6699999999999999,0.6399999999999999,0.85,0.0,0.85
16,0.85,0.25,0.9199999999999999,0.019999999999999907,0.009999999999999898,0.85,0.99,0.85,0.98,0.94,0.9199999999999999,0.85,0.94,0.98,0.2899999999999999,0.85,0.0
