cluster_id,cryptos
0,"['BCN', 'SYS', 'DASH', 'GAME', 'DOGE', 'MONA', 'XLM']"
1,['BTC']
2,"['BTS', 'NXT', 'XRP', 'VTC']"
3,"['DGB', 'UBQ', 'XCP', 'MAID', 'NAV']"
4,['IOC']
5,"['LTC', 'XMR']"
