cluster_id,cryptos
0,"['BCN', 'SYS', 'DASH', 'GAME', 'DOGE', 'MONA', 'XLM', 'BTC', 'IOC', 'LTC', 'XMR']"
1,"['BTS', 'NXT', 'XRP', 'VTC', 'DGB', 'UBQ', 'XCP', 'MAID', 'NAV']"
