cluster_id,cryptos
0,['BTC']
1,"['BTS', 'DASH', 'NAV', 'XCP', 'MAID']"
2,"['DGB', 'DOGE', 'XRP', 'XLM']"
3,"['ETH', 'XMR', 'LTC', 'SYS']"
4,['IOC']
5,"['MONA', 'VTC']"
