Date,Open,High,Low,Close,Adj_Close,Volume
2014-09-17,0.017093,0.017764,0.015888,0.016009,0.016009,28230
2014-09-18,0.015993,0.017408,0.013466999999999998,0.015316,0.015316,4512
2014-09-19,0.015303,0.015508,0.013088999999999998,0.014200999999999997,0.014200999999999997,2916
2014-09-20,0.014197,0.014933000000000004,0.012843,0.012843,0.012843,2598
2014-09-21,0.012817,0.014757,0.012817,0.013691,0.013691,2357
2014-09-22,0.0137,0.015721000000000002,0.013311000000000002,0.014575,0.014575,3375
2014-09-23,0.014573,0.015883,0.012831,0.015073,0.015073,1502
2014-09-24,0.015072,0.016489,0.014715,0.015293,0.015293,1238
2014-09-25,0.015291,0.01565,0.013765,0.014275,0.014275,423
2014-09-26,0.01427,0.015425,0.013753,0.015364,0.015364,4523
2014-09-27,0.015330000000000003,0.017074000000000002,0.015004,0.016304,0.016304,25943
2014-09-28,0.016423,0.016897,0.014719,0.014896,0.014896,5309
2014-09-29,0.014886000000000003,0.015107,0.01207,0.013747,0.013747,7423
2014-09-30,0.01377,0.014016,0.013066,0.01393,0.01393,2073
2014-10-01,0.013947,0.014053,0.012524,0.013773,0.013773,1881
2014-10-02,0.01382,0.014163,0.013094,0.014022,0.014022,1521
2014-10-03,0.014277,0.015074,0.011777,0.01232,0.01232,3184
2014-10-04,0.012334,0.013236,0.01086,0.011037,0.011037,2494
2014-10-05,0.011039,0.011106,0.006324000000000001,0.009421,0.009421,8102
2014-10-06,0.009418,0.010653,0.008945999999999999,0.010047,0.010047,725
2014-10-07,0.010163,0.010475,0.007501000000000002,0.007787,0.007787,2076
2014-10-08,0.007787,0.008699,0.005128,0.007069,0.007069,4328
2014-10-09,0.007065000000000002,0.007974,0.005701,0.007418000000000002,0.007418000000000002,1506
2014-10-10,0.007411,0.010598,0.007179000000000001,0.007573999999999998,0.007573999999999998,1831
2014-10-11,0.00757,0.007884,0.0072159999999999985,0.007844,0.007844,644
2014-10-12,0.00785,0.007885,0.005623,0.007315,0.007315,1467
2014-10-13,0.007303,0.007418000000000002,0.00615,0.007312999999999998,0.007312999999999998,505
2014-10-14,0.0073370000000000015,0.007976,0.005461,0.005661,0.005661,2357
2014-10-15,0.005662,0.006475,0.005278,0.005874,0.005874,1167
2014-10-16,0.00587,0.005936,0.004653,0.005886,0.005886,2413
2014-10-17,0.005163,0.005475,0.003832,0.004682,0.004682,1348
2014-10-18,0.004685,0.005218,0.003588,0.003759,0.003759,661
2014-10-19,0.003758,0.005484,0.003723,0.005261,0.005261,1198
2014-10-20,0.005257,0.006490000000000001,0.00414,0.004640999999999999,0.004640999999999999,607
2014-10-21,0.004636,0.005137,0.003911,0.004572,0.004572,301
2014-10-22,0.004568,0.004941,0.003254,0.0041,0.0041,2048
2014-10-23,0.004098,0.0041140000000000005,0.003444,0.003616,0.003616,633
2014-10-24,0.003618,0.004099,0.00345,0.003858,0.003858,555
2014-10-25,0.00386,0.004072999999999999,0.0032670000000000004,0.003496,0.003496,310
2014-10-26,0.003498,0.005403,0.003489,0.004033,0.004033,514
2014-10-27,0.004033,0.005668,0.00354,0.005195,0.005195,1450
