Date,Open,High,Low,Close,Adj Close,RSI_14,SMA_14,EMA_14,RSI_30,SMA_30,EMA_30,RSI_60,SMA_60,EMA_60
2017-06-28,0.08188615626565501,0.07885749767153058,0.0938964737234124,0.07190784820622881,0.07190784820622881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-29,0.07288902399493764,0.07899248140599058,0.0829381511171554,0.06546167353608273,0.06546167353608273,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-06-30,0.0664866516430119,0.06596355139205726,0.06702539320057307,0.053779601492573714,0.053779601492573714,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-01,0.054900963302681134,0.060681187916856026,0.06447251280862044,0.0532689681242836,0.0532689681242836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-02,0.05419062257177465,0.05232269511523861,0.06313613200297934,0.0508087822842231,0.0508087822842231,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2017-07-03,0.0523248149314242,0.08797339920539575,0.06749509174843811,0.07269590029997805,0.07269590029997805,20.36015340688919,0.0,0.0,10.392667748214043,0.0,0.0,5.417911680618123,0.0,0.0
2017-07-04,0.0736040176127278,0.08508324746868003,0.0894706949376716,0.07253737531400142,0.07253737531400142,20.328035382682906,0.0,0.0,10.384590452190057,0.0,0.0,5.415751060861032,0.0,0.0
2017-07-05,0.0744679036107953,0.07168386209461759,0.0775965584263723,0.06327738214277004,0.06327738214277004,18.501412753769262,0.0,0.0,9.919249624279201,0.0,0.0,5.290456815936819,0.0,0.0
2017-07-06,0.0642625717126191,0.06955111909014965,0.07965026128210016,0.06323012950271932,0.06323012950271932,18.492327780719467,0.0,0.0,9.916906400048818,0.0,0.0,5.289821912793402,0.0,0.0
2017-07-07,0.06420828803230964,0.0628259294754982,0.07027987351548727,0.05369119332731752,0.05369119332731752,16.716868317524852,0.0,0.0,9.451175389155114,0.0,0.0,5.1626647934258285,0.0,0.0
2017-07-08,0.05450081503068578,0.05390500444696414,0.058649429974628416,0.05370796039314196,0.05370796039314196,16.731924610422745,0.0,0.0,9.458898678058347,0.0,0.0,5.166738558938347,0.0,0.0
2017-07-09,0.054900963302681134,0.05459192167343836,0.06250135112029982,0.04764742823695826,0.04764742823695826,15.63712454108134,0.0,0.0,9.166864028722326,0.0,0.0,5.086448166038532,0.0,0.0
2017-07-10,0.049042978716144416,0.047097324772364925,0.037000060923242616,0.034227678462551515,0.034227678462551515,13.535898025491393,0.0,0.0,8.56201902822654,0.0,0.0,4.914522518468768,0.0,0.0
2017-07-11,0.0336962068115162,0.03225661307812409,0.026768886696525614,0.02470550935297417,0.02470550935297417,12.281272705578559,0.05578195933398601,0.05578195933398602,8.166913442414305,0.0,0.0,4.797541646085606,0.0,0.0
2017-07-12,0.025110079548856086,0.03445234849200672,0.029194024805586083,0.033390849450040234,0.033390849450040234,19.567038336602998,0.0530307451371154,0.05279647801612658,11.994611091817044,0.0,0.0,6.853570763854416,0.0,0.0
2017-07-13,0.034352263862113236,0.03424837307104494,0.035549694695943886,0.02935760797990392,0.02935760797990392,18.790519010446094,0.05045188331167405,0.049671295344630224,11.759413994166595,0.0,0.0,6.784397485009849,0.0,0.0
2017-07-14,0.02986067705708006,0.028570057308094383,0.031004034690873507,0.025053044899153724,0.025053044899153724,17.974820245054016,0.04839998641214405,0.04638886195190003,11.510496659607984,0.0,0.0,6.710902814481511,0.0,0.0
2017-07-15,0.025761483712569457,0.024583537683709116,0.028997498216521207,0.022403848498890325,0.022403848498890325,17.474616447730753,0.04619533501033024,0.0431908601581654,11.357605713415307,0.0,0.0,6.665721858588556,0.0,0.0
2017-07-16,0.022585112933319475,0.023007227629070703,0.02738598018618929,0.02228495475940784,0.02228495475940784,17.45126480750362,0.04415791875855772,0.04040340610499773,11.350613859843296,0.0,0.0,6.663674887630886,0.0,0.0
2017-07-17,0.022639396613628925,0.02594537358248332,0.029879902601422464,0.02599047630661171,0.02599047630661171,20.977521825848026,0.040821817044745835,0.038481682131879594,13.07401335236493,0.0,0.0,7.563128299069118,0.0,0.0
2017-07-18,0.026696713976186524,0.03381192566295761,0.03210654885552741,0.03027674804282613,0.03027674804282613,24.950749749150493,0.037803200811090454,0.0373876909200058,15.048046294698423,0.0,0.0,8.59895730442559,0.0,0.0
2017-07-19,0.03110299785501914,0.03181866585076498,0.03495028859929604,0.02708795697875765,0.02708795697875765,23.989314035052352,0.03521824187080386,0.03601439306117272,14.789846883343857,0.0,0.0,8.526688944779412,0.0,0.0
2017-07-20,0.02736672968743457,0.03160119205635721,0.03564402745869502,0.03196107601882789,0.03196107601882789,28.500432621567207,0.032984738050525896,0.03547395078886007,17.03774726290797,0.0,0.0,9.705711800307972,0.0,0.0
2017-07-21,0.03264310341351291,0.05082137602418908,0.04221587659702418,0.04472538594736972,0.04472538594736972,38.70890012182645,0.03234432323767249,0.03670747547666136,22.56671621928133,0.0,0.0,12.702116329397017,0.0,0.0
2017-07-22,0.04549902987308474,0.11040769587264734,0.0584548686514542,0.11254816720727752,0.11254816720727752,66.19033770091092,0.036547195152967886,0.04681956770741018,43.3103936413306,0.0,0.0,25.97267124723493,0.0,0.0
2017-07-23,0.11635474229985995,0.14226385720520673,0.12375279313414707,0.11493976050532888,0.11493976050532888,66.75353742251328,0.04135379031499436,0.055902260080466004,43.85841178732077,0.0,0.0,26.37391418175448,0.0,0.0
2017-07-24,0.11649587986866453,0.116631945850525,0.12895092141491282,0.10294673560471183,0.10294673560471183,61.26984588334276,0.04626229439657724,0.062174856817032116,41.76623365601794,0.0,0.0,25.664709387342526,0.0,0.0
2017-07-25,0.10447902401044726,0.1024901499369326,0.09072846510768674,0.07661177230934323,0.07661177230934323,51.34614278972779,0.04996988460774645,0.0640997788826736,37.68697318317124,0.0,0.0,24.211269095190087,0.0,0.0
2017-07-26,0.07757293012449576,0.08085375712226678,0.08379697231136887,0.07660567519449799,0.07660567519449799,51.34407991796358,0.053056657875207726,0.06576723172425018,37.68609260212873,0.0,0.0,24.21094636257812,0.0,0.0
2017-07-27,0.07852056808646922,0.07762614604940105,0.09428559636976083,0.07609504182620785,0.07609504182620785,51.159646344915366,0.05639504600708657,0.06714427307117787,37.610041215457606,0.05444088440683201,0.05444088440683201,24.183498544443886,0.0,0.0
2017-07-28,0.07749228008517882,0.07554139726162998,0.08779039260116696,0.06864284320659468,0.06864284320659468,48.43893395453886,0.05950860302904664,0.06734408242256679,36.499266879793254,0.054332050906844204,0.055357139813268307,23.78343909699208,0.0,0.0
2017-07-29,0.06996390910740569,0.06804380072201299,0.07939477671631583,0.0673898861058947,0.0673898861058947,47.97928751652419,0.06272189142954696,0.06735018958034385,36.312939937005005,0.054396324659171276,0.05613344602569582,23.71637592480062,0.0,0.0
2017-07-30,0.06962890125178167,0.06715890735166412,0.08225423858720965,0.06354565519596128,0.06354565519596128,46.527913357172686,0.06566908431787219,0.06684291832909284,35.73458563387997,0.054721859782617524,0.05661165306893875,23.509596905864147,0.0,0.0
2017-07-31,0.064608436304305,0.07216980353867357,0.08042850657479704,0.06873734848669613,0.06873734848669613,48.770298474701406,0.06872243233073537,0.06709550901677327,37.13192760849381,0.05523747246136461,0.05739395599911665,24.414443808254223,0.0,0.0
2017-08-01,0.07027565252861137,0.07178584980509849,0.08214418369733333,0.07016712191790846,0.07016712191790846,49.396458588793614,0.07157174475038411,0.06750505740359129,37.518539492302686,0.055882750449154125,0.05821803121968386,24.663965147137606,0.0,0.0
2017-08-02,0.07158001181833266,0.0716283687815618,0.08915821766105846,0.06939888544740629,0.06939888544740629,49.05131078585213,0.07459395392671617,0.06775756780943329,37.390872451851266,0.0557728499540684,0.05893937665373047,24.61956794637407,0.0,0.0
2017-08-03,0.07070526908420327,0.07023203703953672,0.0865679972171835,0.07118229153964345,0.07118229153964345,49.92162893825879,0.07739546932106013,0.06821419764012798,37.89778810250087,0.05572768049492313,0.05972924213024098,24.938460273266596,0.0,0.0
