Date,Open,High,Low,Close,Adj_Close,Volume,VWAP,SMA_14,SMA_21,SMA_5,SMA_12,SMA_26,SMA_13,SMA_30,SMA_20,SMA_50,SMA_100,SMA_200,EMA_14,EMA_21,EMA_5,EMA_12,EMA_26,EMA_13,EMA_30,EMA_20,EMA_50,EMA_100,EMA_200,RSI_14,RSI_21,RSI_100,RSI_200,MACD_12_26_9,MACDH_12_26_9,MACDS_12_26_9,BBL_20,BBM_20,BBU_20,MOM,STOCHF_14,STOCHF_3,STOCH_5,STOCH_3,CMO,DPO,UO,lag_1
2014-09-17,0.0029879999999999998,0.003128,0.002928,0.003072,0.003072,118073,0.003042666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00038400000000000066,0.0,0.0
2014-09-18,0.003081,0.003768,0.003055,0.0034560000000000003,0.0034560000000000003,205474,0.0032863206788091587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.00041600000000000057,0.0,0.003072
2014-09-19,0.00346,0.004026,0.00316,0.003872,0.003872,204649,0.003441176023041952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100.0,100.0,100.00000000000001,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025999999999999895,0.0,0.0034560000000000003
2014-09-20,0.003936,0.004304,0.0033090000000000003,0.0036119999999999998,0.0036119999999999998,186971,0.003519735347128713,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.41111686355721,96.8879216539717,99.32802096287993,99.66273992511354,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00014799999999999883,0.0,0.003872
2014-09-21,0.00361,0.0038619999999999995,0.003296,0.003464,0.003464,145626,0.0035232764357981537,0.0,0.0,0.0034951999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034951999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.813531164257,95.12259146285629,98.94575762773754,99.47082220797974,0.0,0.0,0.0,0.0,0.0,0.0,0.0,38.953488372093034,0.0,0.0,0.0,0.0,-0.0005590000000000005,0.0,0.0036119999999999998
2014-09-22,0.0034659999999999995,0.004081,0.003447,0.004023,0.004023,178810,0.0035795296823242463,0.0,0.0,0.0036853999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0036711333333333328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.52672603148801,95.45058503956693,98.96101125643828,99.47466225907318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77.50200160128102,0.0,0.0,0.0,0.0,5.7999999999999025e-05,0.0,0.003464
2014-09-23,0.004007,0.004102000000000001,0.003754,0.003965,0.003965,120447,0.003616991617028002,0.0,0.0,0.0037871999999999997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0037690888888888886,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.50615624468287,94.75793895684725,98.81118898128271,99.39944775229394,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70.36713286713287,62.27420761350231,0.0,0.0,0.0,7.499999999999868e-05,0.0,0.004023
2014-09-24,0.003966,0.004068,0.003425,0.00389,0.00389,163121,0.003638854368029529,0.0,0.0,0.0037907999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003809392592592592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.12844742146139,93.83550214504692,98.61619771457575,99.30187110269537,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.92857142857144,68.93256863232845,0.0,0.0,0.0,0.0003959999999999988,0.0,0.003965
2014-09-25,0.003878,0.003901,0.0034219999999999997,0.0034939999999999997,0.0034939999999999997,81902,0.003636919849953229,0.0,0.0,0.0037671999999999996,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.003704261728395061,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84.04723864114112,89.04094929464587,97.58920792728499,98.78727921068896,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.5657568238213,51.28715370650854,54.06339021857993,0.0,0.0,0.0004439999999999982,0.0,0.00389
2014-09-26,0.0036,0.0036,0.002902,0.00305,0.00305,117908,0.0036018551487729217,0.0,0.0,0.0036844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034861744855967077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.87145195887393,83.99957232579396,96.45174534274581,98.21378137193257,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.33333333333334,31.942553861908696,48.73935921082799,0.0,0.0,-0.00021300000000000138,0.0,0.0034939999999999997
