Date,Open,High,Low,Close,Adj Close,Volume
2017-02-22,40.692299,43.981097999999996,31.9508,40.0826,40.0826,57956
2017-02-23,40.0765,41.0798,36.348099,38.990398,38.990398,1228
2017-02-24,39.190498,45.374901,33.7183,44.8899,44.8899,25858
2017-02-25,44.764801,51.2215,43.052101,51.2103,51.2103,36592
2017-02-26,51.2295,52.270599,50.608299,50.987,50.987,10303
2017-02-27,50.8624,52.672501000000004,48.9063,51.180698,51.180698,217221
2017-02-28,51.201099,66.933502,32.000702000000004,40.132999,40.132999,889669
2017-03-01,40.135399,40.322899,17.909401000000003,23.379801,23.379801,819381
2017-03-02,23.423901,32.174702,23.2528,26.646998999999997,26.646998999999997,222510
2017-03-03,26.6406,30.494101,25.622999,26.1373,26.1373,6284
2017-03-04,26.1873,30.551901,25.091299,25.5938,25.5938,148
2017-03-05,25.5762,33.667598999999996,25.508699,33.422199,33.422199,1979
2017-03-06,33.564201000000004,35.592701,30.5916,33.905102,33.905102,17198
2017-03-07,33.855,38.567402,27.731199,29.0396,29.0396,32015
2017-03-08,30.2055,30.624599,24.3241,25.7978,25.7978,19514
2017-03-09,25.410601,32.224998,25.387501,29.382,29.382,14349
2017-03-10,29.4035,34.169601,26.932301000000002,30.812401,30.812401,2228
2017-03-11,30.801399,38.0093,24.0832,36.722301,36.722301,19128
2017-03-12,30.440701,59.5089,28.761801000000002,50.8582,50.8582,32240
2017-03-13,42.377499,60.630798,41.685699,57.9002,57.9002,4773
2017-03-14,57.911499,63.237999,49.736801,61.813999,61.813999,1442
2017-03-15,61.821999,70.268097,15.8117,21.308001,21.308001,501188
2017-03-16,21.398899,30.120501,17.601101,29.5284,29.5284,1413660
2017-03-17,29.3225,48.556999,26.8622,34.249199,34.249199,2089560
2017-03-18,34.250801,36.474899,25.064301,26.006598999999998,26.006598999999998,590195
2017-03-19,26.7012,34.538502,26.7012,34.1008,34.1008,283953
2017-03-20,34.456001,34.914799,31.4587,32.582901,32.582901,226515
2017-03-21,32.6455,33.0872,29.5235,29.528799,29.528799,122990
2017-03-22,29.923401000000002,30.691,26.0903,29.0819,29.0819,274283
2017-03-23,29.154699,29.587799,27.349701,28.076099,28.076099,103830
2017-03-24,28.655701,28.678698999999998,25.8508,26.424298999999998,26.424298999999998,174394
2017-03-25,26.532801,29.0653,23.9755,27.3475,27.3475,163320
2017-03-26,27.296499,29.3248,26.562799,26.9641,26.9641,143653
2017-03-27,27.233101,32.223701,27.233101,30.947901,30.947901,251737
2017-03-28,30.9284,32.5527,30.7234,31.3813,31.3813,143826
2017-03-29,31.341,33.021599,30.807699,32.1731,32.1731,174842
2017-03-30,32.216301,32.642601,30.559,31.768801,31.768801,120221
2017-03-31,31.6765,34.335097999999995,31.460698999999998,34.025002,34.025002,328127
2017-04-01,34.123699,40.002998,33.871497999999995,38.085097999999995,38.085097999999995,437622
2017-04-02,37.509399,38.7365,35.794701,37.4245,37.4245,341124
2017-04-03,37.4603,38.9743,35.0993,37.3144,37.3144,225774
2017-04-04,35.250801,36.5271,33.4105,34.329498,34.329498,182465
2017-04-05,34.344601000000004,35.108799,32.360802,33.6451,33.6451,119415
2017-04-06,33.643299,34.822102,32.298901,34.742802000000005,34.742802000000005,187641
2017-04-07,34.7855,35.014702,31.7665,33.1138,33.1138,109406
2017-04-08,32.933899,34.481899,32.011902,33.908198999999996,33.908198999999996,63357
2017-04-09,33.916801,34.202202,32.577801,33.108501000000004,33.108501000000004,53895
2017-04-10,33.1008,33.1008,29.0662,29.620701,29.620701,145330
2017-04-11,29.4032,30.312599,24.365,27.4804,27.4804,219954
2017-04-12,27.5168,29.424801000000002,27.2309,28.287701000000002,28.287701000000002,138529
2017-04-13,28.3011,29.315599,27.1332,28.340598999999997,28.340598999999997,188017
2017-04-14,28.3204,29.212298999999998,27.839899,27.867901,27.867901,137210
2017-04-15,27.875099,29.418501000000003,27.362,28.8613,28.8613,159513
2017-04-16,28.854799,29.804399,28.607901000000002,29.7572,29.7572,79468
2017-04-17,29.753099,29.901699,29.117901,29.871098999999997,29.871098999999997,25142
2017-04-18,29.8869,30.363701000000002,26.606501,27.344,27.344,166622
2017-04-19,27.354799,27.819799,26.269501,26.748199,26.748199,124717
2017-04-20,26.7157,27.0564,25.3207,26.454,26.454,98536
2017-04-21,26.364599,30.6707,26.042601,29.2279,29.2279,183910
2017-04-22,29.225901,30.7127,27.504,30.479601000000002,30.479601000000002,186802
2017-04-23,30.6294,30.6294,28.9746,29.4499,29.4499,168218
2017-04-24,29.579399,30.9014,29.0072,30.676001,30.676001,135664
2017-04-25,30.527599,31.184299,29.4818,30.848301,30.848301,262351
2017-04-26,30.8605,31.8405,30.835698999999998,31.6264,31.6264,147626
2017-04-27,31.6567,33.286301,30.8335,31.770398999999998,31.770398999999998,250670
2017-04-28,31.789301000000002,35.801102,31.789301000000002,34.1604,34.1604,269375
2017-04-29,34.339401,36.8937,32.409698,35.919201,35.919201,209104
2017-04-30,35.937098999999996,38.552601,35.4324,38.0527,38.0527,205173
2017-05-01,38.107898999999996,39.483601,34.930199,37.238997999999995,37.238997999999995,272410
2017-05-02,37.301102,39.6838,33.2141,38.108299,38.108299,239255
2017-05-03,38.1273,42.4212,38.1036,42.389801,42.389801,247754
2017-05-04,42.061401000000004,45.1478,40.9561,44.699902,44.699902,261218
2017-05-05,44.724098,47.255699,41.811298,42.965302,42.965302,300941
2017-05-06,43.083698,43.897301,38.704899,38.704899,38.704899,202496
2017-05-07,39.095402,43.747501,38.460899,40.8522,40.8522,272717
2017-05-08,40.632801,41.671902,36.8773,38.678101,38.678101,296106
2017-05-09,38.8661,39.587601,32.736,33.5415,33.5415,312838
2017-05-10,33.555901,44.207401000000004,31.928801,41.039101,41.039101,595571
2017-05-11,41.1082,43.8396,39.354698,42.436199,42.436199,240182
2017-05-12,41.606201,42.4841,39.373402,40.1353,40.1353,219290
2017-05-13,40.082298,40.477299,38.3353,39.612099,39.612099,208255
2017-05-14,39.955898,40.2141,38.279301000000004,38.8461,38.8461,153705
2017-05-15,38.856701,39.183498,35.2285,37.030899,37.030899,233455
2017-05-16,37.231201,38.1721,35.514998999999996,35.552601,35.552601,262490
2017-05-17,35.547401,37.209998999999996,34.182301,34.986,34.986,320505
2017-05-18,34.969501,39.740299,34.860298,39.673302,39.673302,296720
2017-05-19,39.817001,43.752899,38.789299,41.604,41.604,374557
2017-05-20,41.520802,57.311401000000004,41.3997,56.023701,56.023701,656474
2017-05-21,57.267101000000004,67.874901,52.4664,60.664501,60.664501,855254
2017-05-22,61.728199,62.830101,48.203602000000004,51.535702,51.535702,688974
2017-05-23,51.490398,61.080101,50.767399,61.052299,61.052299,477576
2017-05-24,60.271999,64.811302,58.057301,58.697899,58.697899,557679
2017-05-25,58.796101,66.524902,52.9048,53.907101000000004,53.907101000000004,412817
2017-05-26,51.383202000000004,68.940102,51.383202000000004,57.450401,57.450401,443889
2017-05-27,58.314701,60.6092,43.477798,48.406601,48.406601,445276
2017-05-28,48.548901,61.611801,48.548901,53.869701,53.869701,258243
2017-05-29,54.564999,57.844501,53.399899,55.577702,55.577702,314540
2017-05-30,55.6483,57.8232,51.277401,51.277599,51.277599,354884
2017-05-31,51.7952,57.987202,49.075699,57.196899,57.196899,416814
2017-06-01,56.637299,59.234299,52.5933,54.315899,54.315899,500566
2017-06-02,54.3493,57.148899,52.8228,57.148899,57.148899,278220
2017-06-03,56.760899,59.253899,56.0746,57.941897999999995,57.941897999999995,248349
2017-06-04,59.082401000000004,62.709,57.084499,61.545398999999996,61.545398999999996,328818
2017-06-05,61.840099,66.676598,61.840099,66.5093,66.5093,291545
2017-06-06,66.632301,81.374001,66.632301,80.939697,80.939697,585693
2017-06-07,81.027199,117.214996,79.617104,88.969398,88.969398,1791320
2017-06-08,89.362,109.444,87.57240300000001,103.626999,103.626999,1337300
2017-06-09,103.57,115.153,101.530998,113.612999,113.612999,916329
2017-06-10,113.704002,114.999001,99.425201,99.425201,99.425201,693849
2017-06-11,99.445801,107.350998,87.685799,93.333801,93.333801,627648
2017-06-12,93.257698,99.62069699999999,69.654602,85.05819699999999,85.05819699999999,702812
2017-06-13,83.35320300000001,117.903999,83.052696,105.206001,105.206001,1167120
2017-06-14,105.17600300000001,108.475998,81.764198,86.537003,86.537003,743791
2017-06-15,86.184799,89.9077,67.299301,85.046402,85.046402,726780
2017-06-16,85.896896,93.204201,82.374496,92.004501,92.004501,337028
2017-06-17,92.067299,92.067299,79.449699,84.74189799999999,84.74189799999999,527369
2017-06-18,84.7183,91.351196,81.659401,82.620903,82.620903,348239
2017-06-19,81.634201,85.27359799999999,79.959,83.673103,83.673103,634811
2017-06-20,82.8498,89.139702,80.833801,86.1325,86.1325,820397
2017-06-21,86.111801,86.850502,76.928596,80.151802,80.151802,475543
2017-06-22,80.314903,88.381699,80.259102,85.443398,85.443398,435803
2017-06-23,85.342598,92.278099,82.978897,91.134003,91.134003,476077
2017-06-24,91.244003,93.278,84.655602,87.7855,87.7855,321798
2017-06-25,87.532799,88.860901,78.091103,80.730003,80.730003,315976
2017-06-26,80.721603,81.57510400000001,55.3167,62.515499,62.515499,685232
2017-06-27,65.437798,76.153999,58.065899,76.153999,76.153999,473864
2017-06-28,76.632401,82.232697,71.527496,81.245499,81.245499,442347
2017-06-29,81.129898,81.561699,73.891998,73.891998,73.891998,345972
2017-06-30,73.636803,76.536301,70.626999,71.658897,71.658897,335962
2017-07-01,71.84369699999999,72.673897,67.221703,68.2276,68.2276,315735
2017-07-02,68.241302,72.622398,66.583199,68.508003,68.508003,316367
2017-07-03,68.1745,72.091202,66.642799,71.856201,71.856201,357496
2017-07-04,71.669601,76.26149699999999,71.125801,73.088699,73.088699,368886
2017-07-05,73.187698,73.726196,69.408897,70.812698,70.812698,283055
2017-07-06,70.839302,71.1884,68.7295,69.921097,69.921097,257883
2017-07-07,69.973297,70.09719799999999,58.342602,58.342602,58.342602,371681
2017-07-08,58.349499,61.186501,57.7957,61.049099,61.049099,165617
2017-07-09,60.9972,63.224701,59.8074,59.8074,59.8074,220790
2017-07-10,59.889998999999996,60.026299,48.323898,52.012402,52.012402,361446
2017-07-11,51.6661,52.7934,41.582699,46.3974,46.3974,420124
2017-07-12,46.332401000000004,52.6255,43.699501,52.6255,52.6255,297865
2017-07-13,52.8937,53.6031,45.921799,50.465599,50.465599,240629
2017-07-14,50.259102,50.843102,45.2271,46.791199,46.791199,178441
2017-07-15,46.723701,46.759602,41.002102,41.962897999999996,41.962897999999996,133703
2017-07-16,41.817799,42.666199,35.722198,37.343601,37.343601,246401
2017-07-17,37.220797999999995,44.377399,36.355202,44.377399,44.377399,223555
2017-07-18,44.430401,51.6586,42.652901,48.615898,48.615898,236692
2017-07-19,48.855,52.378201000000004,43.180099,44.091301,44.091301,226527
2017-07-20,43.7174,54.775799,43.7174,52.421799,52.421799,279289
2017-07-21,52.8144,55.517601,48.2001,49.778099,49.778099,239152
2017-07-22,50.0504,52.942799,49.915901,52.357498,52.357498,188165
2017-07-23,52.2766,53.014998999999996,49.652198999999996,51.714802,51.714802,145788
2017-07-24,51.620602000000005,54.6936,49.609501,53.374001,53.374001,187147
2017-07-25,53.361801,53.984501,44.978802,48.277599,48.277599,282698
2017-07-26,48.130901,49.057097999999996,44.884701,47.136501,47.136501,230046
