cluster_id,cryptos
0,"['BTC', 'ETH', 'SYS', 'LTC', 'XMR']"
1,"['BTS', 'DGB', 'DOGE', 'XRP']"
2,"['DASH', 'NAV']"
3,['IOC']
4,['MAID']
5,"['MONA', 'VTC']"
6,['XCP']
7,['XLM']
