cluster_id,cryptos
0,"['BTC', 'LTC', 'XMR', 'DGB', 'DOGE', 'XRP', 'XLM']"
1,"['BTS', 'MONA', 'VTC', 'DASH', 'NAV', 'SYS', 'IOC', 'MAID', 'XCP']"
