cluster_id,cryptos
0,"['BTC', 'ETH', 'XMR', 'DASH', 'LTC', 'BTS', 'DGB', 'VTC', 'IOC', 'NAV', 'SYS']"
1,"['DOGE', 'XCP']"
2,"['MAID', 'XLM', 'XRP', 'MONA']"
